timestamp,building_id,floor_area_m2,occupants_est,insulation_factor,heating_efficiency,temperature_C,humidity_pct,wind_speed_m_s,solar_radiation_W_m2,precipitation_mm,is_holiday,day_of_week,hour_of_day,is_weekend,heating_setpoint_C,cooling_setpoint_C,energy_consumption_kwh,prev_24h_energy_kwh
2024-11-27 03:00:00,B001,1600,2,0.71,0.895,15.99,53.4,2.88,0.0,0.0,0,2,3,0,20,26,35.929,35.9415
2024-11-27 04:00:00,B001,1600,2,0.71,0.895,17.97,57.1,3.34,0.0,0.0,0,2,4,0,20,26,34.237,36.01258333333333
2024-11-27 05:00:00,B001,1600,3,0.71,0.895,16.48,56.4,4.58,0.0,0.0,0,2,5,0,20,26,35.466,35.97508333333334
2024-11-27 06:00:00,B001,1600,2,0.71,0.895,18.08,59.9,3.26,0.0,0.0,0,2,6,0,18,26,32.14,35.90991666666667
2024-11-27 07:00:00,B001,1600,2,0.71,0.895,20.14,61.2,4.26,90.18,0.0,0,2,7,0,18,26,32.027,35.77279166666667
2024-11-27 08:00:00,B001,1600,5,0.71,0.895,19.47,57.1,0.15,174.28,0.0,0,2,8,0,18,26,31.948,35.70479166666667
2024-11-27 09:00:00,B001,1600,5,0.71,0.895,20.39,58.1,3.29,246.57,0.0,0,2,9,0,18,26,32.307,35.537
2024-11-27 10:00:00,B001,1600,6,0.71,0.895,18.1,53.8,1.13,302.12,0.0,0,2,10,0,18,26,32.14,35.41725
2024-11-27 11:00:00,B001,1600,6,0.71,0.895,17.23,47.0,3.14,337.11,0.0,0,2,11,0,20,26,34.821,35.413333333333334
2024-11-27 12:00:00,B001,1600,6,0.71,0.895,20.52,45.7,1.26,349.14,0.0,0,2,12,0,18,26,32.237,35.52754166666667
2024-11-27 13:00:00,B001,1600,6,0.71,0.895,18.65,46.1,3.04,337.38,0.0,0,2,13,0,18,26,31.94,35.529875
2024-11-27 14:00:00,B001,1600,6,0.71,0.895,16.67,47.5,1.25,302.62,0.027,0,2,14,0,20,26,35.146,35.41704166666667
2024-11-27 15:00:00,B001,1600,6,0.71,0.895,14.44,49.6,2.49,247.19,0.0,0,2,15,0,20,26,37.42,35.532041666666665
2024-11-27 16:00:00,B001,1600,5,0.71,0.895,15.33,58.3,5.13,174.86,0.0,0,2,16,0,20,26,36.859,35.578041666666664
2024-11-27 17:00:00,B001,1600,5,0.71,0.895,13.93,56.9,1.39,90.55,0.0,0,2,17,0,20,26,37.758,35.551125
2024-11-27 18:00:00,B001,1600,2,0.71,0.895,11.13,59.1,0.92,0.0,0.0,0,2,18,0,20,26,40.597,35.438583333333334
2024-11-27 19:00:00,B001,1600,3,0.71,0.895,13.99,60.4,3.97,0.0,0.0,0,2,19,0,20,26,37.787,35.48954166666667
2024-11-27 20:00:00,B001,1600,3,0.71,0.895,11.21,68.2,3.02,0.0,0.0,0,2,20,0,20,26,40.318,35.512499999999996
2024-11-27 21:00:00,B001,1600,2,0.71,0.895,9.91,63.1,3.62,0.0,0.0,0,2,21,0,20,26,41.517,35.58658333333334
2024-11-27 22:00:00,B001,1600,2,0.71,0.895,13.65,73.6,4.33,0.0,0.0,0,2,22,0,20,26,38.227,35.65225
2024-11-27 23:00:00,B001,1600,3,0.71,0.895,16.26,67.5,1.42,0.0,0.0,0,2,23,0,20,26,35.73,35.7555
2024-11-28 00:00:00,B001,1600,3,0.71,0.895,13.94,67.3,2.74,0.0,0.0,0,3,0,0,20,26,37.719,35.622791666666664
2024-11-28 01:00:00,B001,1600,3,0.71,0.895,11.82,61.1,3.2,0.0,0.0,0,3,1,0,20,26,39.884,35.61445833333334
2024-11-28 02:00:00,B001,1600,2,0.71,0.895,16.56,63.3,2.33,0.0,0.0,0,3,2,0,20,26,35.169,35.796875
2024-11-28 03:00:00,B001,1600,3,0.71,0.895,17.86,58.6,2.64,0.0,0.0,0,3,3,0,20,26,34.533,35.805125
2024-11-28 04:00:00,B001,1600,3,0.71,0.895,17.99,65.2,2.24,0.0,0.0,0,3,4,0,20,26,33.883,35.74695833333333
2024-11-28 05:00:00,B001,1600,2,0.71,0.895,17.25,58.3,0.98,0.0,0.0,0,3,5,0,20,26,34.665,35.73220833333333
2024-11-28 06:00:00,B001,1600,3,0.71,0.895,17.67,59.4,2.13,0.0,0.0,0,3,6,0,20,26,34.211,35.69883333333333
2024-11-28 07:00:00,B001,1600,3,0.71,0.895,17.39,54.7,3.3,91.08,0.0,0,3,7,0,20,26,34.634,35.785125
2024-11-28 08:00:00,B001,1600,6,0.71,0.895,18.79,61.6,2.68,176.02,0.0,0,3,8,0,18,26,32.468,35.89375
2024-11-28 09:00:00,B001,1600,5,0.71,0.895,20.78,43.0,2.32,249.03,0.0,0,3,9,0,18,26,32.114,35.915416666666665
2024-11-28 10:00:00,B001,1600,6,0.71,0.895,17.09,49.5,4.01,305.13,0.0,0,3,10,0,20,26,34.735,35.907374999999995
2024-11-28 11:00:00,B001,1600,5,0.71,0.895,18.46,45.5,4.82,340.47,0.0,0,3,11,0,18,26,32.215,36.015499999999996
2024-11-28 12:00:00,B001,1600,5,0.71,0.895,19.64,43.2,2.39,352.62,0.0,0,3,12,0,18,26,32.093,35.90691666666667
2024-11-28 13:00:00,B001,1600,6,0.71,0.895,17.51,51.7,3.24,340.75,0.0,0,3,13,0,20,26,34.497,35.90091666666667
2024-11-28 14:00:00,B001,1600,5,0.71,0.895,15.03,46.5,3.02,305.63,0.0,0,3,14,0,20,26,36.493,36.00745833333333
2024-11-28 15:00:00,B001,1600,5,0.71,0.895,17.38,53.8,4.13,249.65,0.0,0,3,15,0,20,26,34.82,36.063583333333334
2024-11-28 16:00:00,B001,1600,6,0.71,0.895,16.59,54.0,3.26,176.6,0.0,0,3,16,0,20,26,35.76,35.95525
2024-11-28 17:00:00,B001,1600,5,0.71,0.895,15.68,52.6,1.86,91.46,0.0,0,3,17,0,20,26,36.199,35.90945833333333
2024-11-28 18:00:00,B001,1600,3,0.71,0.895,13.68,66.2,1.93,0.0,0.0,0,3,18,0,20,26,38.076,35.8445
2024-11-28 19:00:00,B001,1600,3,0.71,0.895,11.99,64.8,1.47,0.0,0.0,0,3,19,0,20,26,39.778,35.73945833333333
2024-11-28 20:00:00,B001,1600,2,0.71,0.895,12.96,69.0,2.39,0.0,0.0,0,3,20,0,20,26,38.857,35.82241666666667
2024-11-28 21:00:00,B001,1600,3,0.71,0.895,13.53,61.6,2.43,0.0,0.0,0,3,21,0,20,26,38.118,35.761541666666666
2024-11-28 22:00:00,B001,1600,2,0.71,0.895,15.79,71.0,1.98,0.0,0.0,0,3,22,0,20,26,36.16,35.61991666666667
2024-11-28 23:00:00,B001,1600,2,0.71,0.895,17.23,75.2,3.17,0.0,0.0,0,3,23,0,20,26,34.824,35.533791666666666
2024-11-29 00:00:00,B001,1600,2,0.71,0.895,13.55,66.2,0.48,0.0,0.0,0,4,0,0,20,26,38.262,35.49604166666666
2024-11-29 01:00:00,B001,1600,3,0.71,0.895,15.34,65.3,6.79,0.0,0.0,0,4,1,0,20,26,36.447,35.51866666666667
2024-11-29 02:00:00,B001,1600,2,0.71,0.895,15.28,74.5,3.87,0.0,0.0,0,4,2,0,20,26,36.967,35.375458333333334
2024-11-29 03:00:00,B001,1600,2,0.71,0.895,18.13,68.5,2.98,0.0,0.0,0,4,3,0,18,26,31.87,35.450375
2024-11-29 04:00:00,B001,1600,2,0.71,0.895,17.47,57.3,2.81,0.0,0.0,0,4,4,0,20,26,34.455,35.339416666666665
2024-11-29 05:00:00,B001,1600,3,0.71,0.895,19.21,54.1,3.83,0.0,0.0,0,4,5,0,18,26,32.143,35.36325
2024-11-29 06:00:00,B001,1600,3,0.71,0.895,19.0,61.5,3.4,0.0,0.0,0,4,6,0,18,26,31.929,35.25816666666666
2024-11-29 07:00:00,B001,1600,3,0.71,0.895,19.14,61.3,2.96,91.99,0.0,0,4,7,0,18,26,32.241,35.16308333333333
2024-11-29 08:00:00,B001,1600,6,0.71,0.895,15.98,54.6,4.73,177.78,0.0,0,4,8,0,20,26,36.095,35.063375
2024-11-29 09:00:00,B001,1600,6,0.71,0.895,19.73,55.2,1.19,251.52,0.032,0,4,9,0,18,26,32.497,35.214499999999994
2024-11-29 10:00:00,B001,1600,5,0.71,0.895,18.86,60.6,2.8,308.18,0.018,0,4,10,0,18,26,31.971,35.23045833333334
2024-11-29 11:00:00,B001,1600,6,0.71,0.895,17.95,48.4,0.17,343.87,0.0,0,4,11,0,20,26,34.166,35.11529166666667
2024-11-29 12:00:00,B001,1600,5,0.71,0.895,19.04,54.6,3.04,356.15,0.0,0,4,12,0,18,26,32.078,35.19658333333333
2024-11-29 13:00:00,B001,1600,6,0.71,0.895,16.99,47.5,2.74,344.15,0.0,0,4,13,0,20,26,34.884,35.19595833333334
2024-11-29 14:00:00,B001,1600,5,0.71,0.895,15.78,52.0,2.75,308.69,0.0,0,4,14,0,20,26,36.381,35.21208333333333
2024-11-29 15:00:00,B001,1600,5,0.71,0.895,16.39,54.2,3.52,252.15,0.0,0,4,15,0,20,26,35.458,35.20741666666667
2024-11-29 16:00:00,B001,1600,6,0.71,0.895,11.6,44.6,3.72,178.37,0.0,0,4,16,0,20,26,40.364,35.234
2024-11-29 17:00:00,B001,1600,5,0.71,0.895,11.57,64.0,2.05,92.37,0.0,0,4,17,0,20,26,40.039,35.42583333333334
2024-11-29 18:00:00,B001,1600,2,0.71,0.895,13.69,53.2,2.65,0.0,0.0,0,4,18,0,20,26,38.353,35.58583333333333
2024-11-29 19:00:00,B001,1600,3,0.71,0.895,14.43,56.3,0.03,0.0,0.0,0,4,19,0,20,26,37.377,35.597375
2024-11-29 20:00:00,B001,1600,2,0.71,0.895,11.45,62.5,1.33,0.0,0.0,0,4,20,0,20,26,39.977,35.49733333333334
2024-11-29 21:00:00,B001,1600,2,0.71,0.895,14.39,65.7,1.41,0.0,0.0,0,4,21,0,20,26,37.781,35.544000000000004
2024-11-29 22:00:00,B001,1600,2,0.71,0.895,13.07,67.8,4.74,0.0,0.025,0,4,22,0,20,26,38.739,35.52995833333333
2024-11-29 23:00:00,B001,1600,3,0.71,0.895,15.62,74.0,3.87,0.0,0.142,0,4,23,0,20,26,36.479,35.63741666666667
2024-11-30 00:00:00,B001,1600,2,0.71,0.895,13.23,68.1,2.2,0.0,0.0,0,5,0,1,20,26,35.094,35.706375
2024-11-30 01:00:00,B001,1600,2,0.71,0.895,15.2,74.3,3.15,0.0,0.0,0,5,1,1,20,26,33.383,35.574374999999996
2024-11-30 02:00:00,B001,1600,2,0.71,0.895,18.63,71.9,2.43,0.0,0.0,0,5,2,1,18,26,28.781,35.44670833333333
2024-11-30 03:00:00,B001,1600,2,0.71,0.895,16.67,69.1,3.11,0.0,0.0,0,5,3,1,20,26,32.001,35.105624999999996
2024-11-30 04:00:00,B001,1600,2,0.71,0.895,13.8,57.5,3.55,0.0,0.0,0,5,4,1,20,26,34.608,35.11108333333333
2024-11-30 05:00:00,B001,1600,2,0.71,0.895,18.8,69.9,3.28,0.0,0.0,0,5,5,1,18,26,28.885,35.11745833333333
2024-11-30 06:00:00,B001,1600,2,0.71,0.895,20.66,55.2,1.76,0.0,0.0,0,5,6,1,18,26,28.758,34.98170833333334
2024-11-30 07:00:00,B001,1600,2,0.71,0.895,21.61,56.6,0.43,92.91,0.0,0,5,7,1,18,26,29.091,34.849583333333335
2024-11-30 08:00:00,B001,1600,4,0.71,0.895,20.67,45.1,3.29,179.55,0.0,0,5,8,1,18,26,28.578,34.718333333333334
2024-11-30 09:00:00,B001,1600,4,0.71,0.895,18.98,60.2,1.81,254.03,0.0,0,5,9,1,18,26,29.029,34.405125
2024-11-30 10:00:00,B001,1600,5,0.71,0.895,18.51,51.4,2.1,311.25,0.0,0,5,10,1,18,26,28.865,34.260625
2024-11-30 11:00:00,B001,1600,4,0.71,0.895,18.67,53.5,3.27,347.3,0.0,0,5,11,1,18,26,29.013,34.13120833333333
2024-11-30 12:00:00,B001,1600,4,0.71,0.895,19.86,48.0,2.14,359.7,0.0,0,5,12,1,18,26,28.958,33.916500000000006
2024-11-30 13:00:00,B001,1600,4,0.71,0.895,17.74,44.5,2.17,347.59,0.0,0,5,13,1,20,26,31.184,33.7865
2024-11-30 14:00:00,B001,1600,5,0.71,0.895,13.45,57.7,0.65,311.77,0.0,0,5,14,1,20,26,35.085,33.63233333333333
2024-11-30 15:00:00,B001,1600,5,0.71,0.895,17.5,58.6,2.87,254.66,0.0,0,5,15,1,20,26,31.638,33.57833333333333
2024-11-30 16:00:00,B001,1600,4,0.71,0.895,13.82,53.1,2.27,180.15,0.0,0,5,16,1,20,26,34.267,33.41916666666666
2024-11-30 17:00:00,B001,1600,4,0.71,0.895,14.36,67.4,2.87,93.29,0.0,0,5,17,1,20,26,34.286,33.165124999999996
2024-11-30 18:00:00,B001,1600,2,0.71,0.895,12.96,57.0,5.43,0.0,0.0,0,5,18,1,20,26,35.795,32.92541666666667
2024-11-30 19:00:00,B001,1600,2,0.71,0.895,13.22,63.3,2.67,0.0,0.0,0,5,19,1,20,26,35.149,32.81883333333334
2024-11-30 20:00:00,B001,1600,2,0.71,0.895,11.36,64.1,1.86,0.0,0.0,0,5,20,1,20,26,37.085,32.726
2024-11-30 21:00:00,B001,1600,2,0.71,0.895,11.54,75.7,3.35,0.0,0.0,0,5,21,1,20,26,36.355,32.6055
2024-11-30 22:00:00,B001,1600,2,0.71,0.895,17.55,67.0,2.09,0.0,0.0,0,5,22,1,20,26,30.891,32.546083333333335
2024-11-30 23:00:00,B001,1600,2,0.71,0.895,15.43,61.7,2.4,0.0,0.048,0,5,23,1,20,26,33.046,32.21908333333334
2024-12-01 00:00:00,B001,1600,2,0.71,0.895,15.89,63.6,2.97,0.0,0.0,0,6,0,1,20,26,32.947,32.07604166666666
2024-12-01 01:00:00,B001,1600,2,0.71,0.895,17.11,76.3,2.36,0.0,0.0,0,6,1,1,20,26,31.641,31.986583333333332
2024-12-01 02:00:00,B001,1600,2,0.71,0.895,16.8,68.7,2.16,0.0,0.0,0,6,2,1,20,26,31.77,31.914
2024-12-01 03:00:00,B001,1600,2,0.71,0.895,17.41,66.0,0.83,0.0,0.0,0,6,3,1,20,26,31.273,32.03854166666667
2024-12-01 04:00:00,B001,1600,2,0.71,0.895,18.09,67.1,1.02,0.0,0.0,0,6,4,1,18,26,29.136,32.00820833333333
2024-12-01 05:00:00,B001,1600,2,0.71,0.895,18.09,56.3,3.84,0.0,0.0,0,6,5,1,18,26,28.89,31.780208333333334
2024-12-01 06:00:00,B001,1600,2,0.71,0.895,19.68,62.5,0.67,0.0,0.0,0,6,6,1,18,26,28.987,31.780416666666667
2024-12-01 07:00:00,B001,1600,2,0.71,0.895,18.52,54.2,3.52,93.83,0.042,0,6,7,1,18,26,29.192,31.78995833333333
2024-12-01 08:00:00,B001,1600,5,0.71,0.895,19.6,58.7,2.24,181.35,0.0,0,6,8,1,18,26,28.504,31.794166666666666
2024-12-01 09:00:00,B001,1600,4,0.71,0.895,16.46,53.8,1.59,256.57,0.0,0,6,9,1,20,26,31.914,31.791083333333333
2024-12-01 10:00:00,B001,1600,5,0.71,0.895,17.24,54.1,3.4,314.36,0.0,0,6,10,1,20,26,31.434,31.911291666666667
2024-12-01 11:00:00,B001,1600,4,0.71,0.895,15.87,46.8,4.55,350.77,0.0,0,6,11,1,20,26,33.057,32.01833333333333
2024-12-01 12:00:00,B001,1600,5,0.71,0.895,18.87,51.1,3.81,363.29,0.0,0,6,12,1,18,26,28.784,32.18683333333333
2024-12-01 13:00:00,B001,1600,4,0.71,0.895,18.23,48.3,0.92,351.06,0.0,0,6,13,1,18,26,28.824,32.17958333333333
2024-12-01 14:00:00,B001,1600,4,0.71,0.895,14.94,48.2,2.07,314.88,0.0,0,6,14,1,20,26,33.585,32.081250000000004
2024-12-01 15:00:00,B001,1600,5,0.71,0.895,13.93,47.0,1.51,257.21,0.0,0,6,15,1,20,26,34.766,32.01875
2024-12-01 16:00:00,B001,1600,4,0.71,0.895,16.74,52.3,0.76,181.95,0.0,0,6,16,1,20,26,32.012,32.14908333333334
2024-12-01 17:00:00,B001,1600,5,0.71,0.895,13.55,48.7,2.14,94.22,0.0,0,6,17,1,20,26,35.212,32.055125
2024-12-01 18:00:00,B001,1600,2,0.71,0.895,15.09,54.8,2.71,0.0,0.0,0,6,18,1,20,26,33.31,32.09370833333333
2024-12-01 19:00:00,B001,1600,2,0.71,0.895,13.14,68.6,5.28,0.0,0.0,0,6,19,1,20,26,35.482,31.990166666666667
2024-12-01 20:00:00,B001,1600,2,0.71,0.895,13.05,60.9,4.63,0.0,0.0,0,6,20,1,20,26,35.346,32.004041666666666
2024-12-01 21:00:00,B001,1600,2,0.71,0.895,11.6,73.4,1.99,0.0,0.0,0,6,21,1,20,26,36.829,31.931583333333332
2024-12-01 22:00:00,B001,1600,2,0.71,0.895,12.88,72.6,3.01,0.0,0.0,0,6,22,1,20,26,35.573,31.951333333333334
2024-12-01 23:00:00,B001,1600,2,0.71,0.895,16.39,68.9,4.4,0.0,0.0,0,6,23,1,20,26,32.498,32.14641666666667
2024-12-02 00:00:00,B001,1600,3,0.71,0.895,15.81,74.0,0.07,0.0,0.0,0,0,0,0,20,26,35.874,32.123583333333336
2024-12-02 01:00:00,B001,1600,2,0.71,0.895,16.1,77.6,2.72,0.0,0.0,0,0,1,0,20,26,35.772,32.24554166666667
2024-12-02 02:00:00,B001,1600,3,0.71,0.895,13.69,68.9,2.99,0.0,0.0,0,0,2,0,20,26,38.188,32.41766666666667
2024-12-02 03:00:00,B001,1600,3,0.71,0.895,20.58,62.1,2.28,0.0,0.0,0,0,3,0,18,26,32.33,32.68508333333333
2024-12-02 04:00:00,B001,1600,2,0.71,0.895,17.42,69.9,5.42,0.0,0.0,0,0,4,0,20,26,34.563,32.729125
2024-12-02 05:00:00,B001,1600,3,0.71,0.895,19.6,57.3,2.81,0.0,0.0,0,0,5,0,18,26,32.045,32.95525
2024-12-02 06:00:00,B001,1600,3,0.71,0.895,18.82,59.7,2.73,0.0,0.0,0,0,6,0,18,26,32.141,33.086708333333334
2024-12-02 07:00:00,B001,1600,3,0.71,0.895,21.62,54.4,3.97,94.77,0.0,0,0,7,0,18,26,31.89,33.218125
2024-12-02 08:00:00,B001,1600,6,0.71,0.895,20.79,52.9,1.66,183.16,0.0,0,0,8,0,18,26,32.256,33.33054166666667
2024-12-02 09:00:00,B001,1600,5,0.71,0.895,20.66,55.1,1.77,259.13,0.0,0,0,9,0,18,26,32.491,33.486875
2024-12-02 10:00:00,B001,1600,5,0.71,0.895,18.26,48.4,3.56,317.5,0.0,0,0,10,0,18,26,31.907,33.51091666666667
2024-12-02 11:00:00,B001,1600,6,0.71,0.895,18.45,44.2,2.41,354.27,0.0,0,0,11,0,18,26,32.109,33.530625
2024-12-02 12:00:00,B001,1600,6,0.71,0.895,19.84,51.5,2.62,366.92,0.0,0,0,12,0,18,26,31.959,33.491125000000004
2024-12-02 13:00:00,B001,1600,5,0.71,0.895,14.73,50.9,1.12,354.57,0.0,0,0,13,0,20,26,37.054,33.623416666666664
2024-12-02 14:00:00,B001,1600,5,0.71,0.895,15.15,42.8,0.17,318.03,0.1,0,0,14,0,20,26,36.422,33.96633333333333
2024-12-02 15:00:00,B001,1600,6,0.71,0.895,18.64,45.1,2.95,259.78,0.0,0,0,15,0,18,26,32.303,34.08454166666667
2024-12-02 16:00:00,B001,1600,6,0.71,0.895,15.66,50.8,3.05,183.76,0.0,0,0,16,0,20,26,36.481,33.98191666666667
2024-12-02 17:00:00,B001,1600,5,0.71,0.895,14.09,50.7,0.82,95.16,0.0,0,0,17,0,20,26,37.162,34.168125
2024-12-02 18:00:00,B001,1600,2,0.71,0.895,14.04,59.8,1.95,0.0,0.0,0,0,18,0,20,26,38.178,34.249375
2024-12-02 19:00:00,B001,1600,3,0.71,0.895,10.35,71.3,2.59,0.0,0.0,0,0,19,0,20,26,41.273,34.45220833333333
2024-12-02 20:00:00,B001,1600,2,0.71,0.895,16.07,66.6,2.92,0.0,0.0,0,0,20,0,20,26,35.941,34.6935
2024-12-02 21:00:00,B001,1600,2,0.71,0.895,16.32,67.7,6.0,0.0,0.0,0,0,21,0,20,26,35.421,34.718291666666666
2024-12-02 22:00:00,B001,1600,3,0.71,0.895,15.07,76.7,3.58,0.0,0.0,0,0,22,0,20,26,36.866,34.659625
2024-12-02 23:00:00,B001,1600,2,0.71,0.895,16.45,64.3,1.88,0.0,0.0,0,0,23,0,20,26,35.409,34.7135
2024-12-03 00:00:00,B001,1600,3,0.71,0.895,15.65,79.6,0.01,0.0,0.0,0,1,0,0,20,26,36.309,34.83479166666667
2024-12-03 01:00:00,B001,1600,3,0.71,0.895,15.51,66.1,3.06,0.0,0.0,0,1,1,0,20,26,36.262,34.852916666666665
2024-12-03 02:00:00,B001,1600,3,0.71,0.895,18.69,71.5,0.83,0.0,0.0,0,1,2,0,18,26,32.385,34.87333333333333
2024-12-03 03:00:00,B001,1600,2,0.71,0.895,18.88,64.8,1.1,0.0,0.0,0,1,3,0,18,26,31.846,34.631541666666664
2024-12-03 04:00:00,B001,1600,3,0.71,0.895,15.3,60.8,2.85,0.0,0.0,0,1,4,0,20,26,36.77,34.611375
2024-12-03 05:00:00,B001,1600,3,0.71,0.895,19.55,62.1,1.95,0.0,0.0,0,1,5,0,18,26,32.208,34.70333333333334
2024-12-03 06:00:00,B001,1600,3,0.71,0.895,18.7,60.6,2.5,0.0,0.049,0,1,6,0,18,26,32.111,34.710125
2024-12-03 07:00:00,B001,1600,3,0.71,0.895,16.88,60.0,4.68,95.72,0.0,0,1,7,0,20,26,35.006,34.708875
2024-12-03 08:00:00,B001,1600,6,0.71,0.895,20.19,61.8,2.61,184.98,0.0,0,1,8,0,18,26,32.054,34.83870833333334
2024-12-03 09:00:00,B001,1600,6,0.71,0.895,18.9,58.2,1.65,261.72,0.0,0,1,9,0,18,26,31.962,34.83029166666667
2024-12-03 10:00:00,B001,1600,6,0.71,0.895,18.85,46.5,2.23,320.67,0.0,0,1,10,0,18,26,32.17,34.808249999999994
2024-12-03 11:00:00,B001,1600,6,0.71,0.895,16.29,52.1,1.11,357.81,0.0,0,1,11,0,20,26,35.994,34.819208333333336
2024-12-03 12:00:00,B001,1600,5,0.71,0.895,16.44,56.8,1.71,370.58,0.0,0,1,12,0,20,26,35.063,34.98108333333334
2024-12-03 13:00:00,B001,1600,5,0.71,0.895,16.75,49.1,4.08,358.1,0.0,0,1,13,0,20,26,35.2,35.11041666666667
2024-12-03 14:00:00,B001,1600,6,0.71,0.895,15.26,43.9,4.2,321.2,0.0,0,1,14,0,20,26,36.563,35.033166666666666
2024-12-03 15:00:00,B001,1600,6,0.71,0.895,16.12,58.9,0.29,262.37,0.0,0,1,15,0,20,26,36.167,35.03904166666667
2024-12-03 16:00:00,B001,1600,5,0.71,0.895,15.5,65.0,2.45,185.6,0.0,0,1,16,0,20,26,36.087,35.20004166666667
2024-12-03 17:00:00,B001,1600,5,0.71,0.895,14.08,55.2,2.53,96.11,0.0,0,1,17,0,20,26,37.754,35.183625
2024-12-03 18:00:00,B001,1600,2,0.71,0.895,13.32,59.2,1.83,0.0,0.0,0,1,18,0,20,26,38.464,35.20829166666667
2024-12-03 19:00:00,B001,1600,2,0.71,0.895,13.28,70.5,2.89,0.0,0.0,0,1,19,0,20,26,38.081,35.22020833333334
2024-12-03 20:00:00,B001,1600,2,0.71,0.895,12.17,62.2,2.57,0.0,0.0,0,1,20,0,20,26,39.919,35.08720833333333
2024-12-03 21:00:00,B001,1600,2,0.71,0.895,12.52,78.5,2.71,0.0,0.0,0,1,21,0,20,26,39.3,35.25295833333333
2024-12-03 22:00:00,B001,1600,3,0.71,0.895,11.25,69.6,3.05,0.0,0.0,0,1,22,0,20,26,40.529,35.41458333333333
2024-12-03 23:00:00,B001,1600,2,0.71,0.895,14.25,68.9,2.39,0.0,0.149,0,1,23,0,20,26,37.754,35.56720833333333
2024-12-04 00:00:00,B001,1600,3,0.71,0.895,14.73,80.7,1.78,0.0,0.0,0,2,0,0,20,26,36.91,35.66491666666666
2024-12-04 01:00:00,B001,1600,2,0.71,0.895,15.58,68.4,1.66,0.0,0.0,0,2,1,0,20,26,36.419,35.68995833333333
2024-12-04 02:00:00,B001,1600,2,0.71,0.895,16.1,80.8,2.16,0.0,0.045,0,2,2,0,20,26,35.712,35.6965
2024-12-04 03:00:00,B001,1600,3,0.71,0.895,17.65,65.7,4.7,0.0,0.0,0,2,3,0,20,26,34.074,35.835125
2024-12-04 04:00:00,B001,1600,2,0.71,0.895,13.68,63.9,4.02,0.0,0.0,0,2,4,0,20,26,38.259,35.927958333333336
2024-12-04 05:00:00,B001,1600,3,0.71,0.895,19.87,58.0,2.37,0.0,0.0,0,2,5,0,18,26,31.651,35.99
2024-12-04 06:00:00,B001,1600,2,0.71,0.895,16.82,72.2,2.13,0.0,0.0,0,2,6,0,20,26,35.203,35.966791666666666
2024-12-04 07:00:00,B001,1600,2,0.71,0.895,16.5,61.4,1.71,96.67,0.0,0,2,7,0,20,26,35.414,36.095625
2024-12-04 08:00:00,B001,1600,6,0.71,0.895,18.04,53.7,3.31,186.83,0.0,0,2,8,0,18,26,32.65,36.112625
2024-12-04 09:00:00,B001,1600,6,0.71,0.895,18.61,51.1,2.03,264.33,0.0,0,2,9,0,18,26,31.943,36.137458333333335
2024-12-04 10:00:00,B001,1600,5,0.71,0.895,18.07,56.8,2.08,323.86,0.0,0,2,10,0,18,26,32.06,36.13666666666667
2024-12-04 11:00:00,B001,1600,5,0.71,0.895,22.82,50.8,2.76,361.37,0.0,0,2,11,0,18,26,32.069,36.132083333333334
2024-12-04 12:00:00,B001,1600,5,0.71,0.895,18.94,52.7,1.23,374.28,0.0,0,2,12,0,18,26,32.172,35.96854166666667
2024-12-04 13:00:00,B001,1600,6,0.71,0.895,16.5,59.0,2.78,361.67,0.0,0,2,13,0,20,26,35.575,35.84808333333333
2024-12-04 14:00:00,B001,1600,6,0.71,0.895,16.56,50.8,1.75,324.4,0.0,0,2,14,0,20,26,35.363,35.863708333333335
2024-12-04 15:00:00,B001,1600,6,0.71,0.895,15.3,50.3,1.1,264.98,0.0,0,2,15,0,20,26,36.689,35.81370833333333
2024-12-04 16:00:00,B001,1600,6,0.71,0.895,15.14,59.4,1.56,187.45,0.0,0,2,16,0,20,26,36.909,35.835458333333335
2024-12-04 17:00:00,B001,1600,6,0.71,0.895,13.23,55.7,2.62,97.07,0.0,0,2,17,0,20,26,38.804,35.869708333333335
2024-12-04 18:00:00,B001,1600,2,0.71,0.895,16.46,63.7,1.58,0.0,0.0,0,2,18,0,20,26,35.5,35.91345833333333
2024-12-04 19:00:00,B001,1600,2,0.71,0.895,12.93,61.1,1.5,0.0,0.0,0,2,19,0,20,26,38.716,35.78995833333333
2024-12-04 20:00:00,B001,1600,3,0.71,0.895,13.35,58.0,3.71,0.0,0.0,0,2,20,0,20,26,38.914,35.81641666666667
2024-12-04 21:00:00,B001,1600,2,0.71,0.895,12.19,70.0,1.13,0.0,0.0,0,2,21,0,20,26,39.348,35.774541666666664
2024-12-04 22:00:00,B001,1600,3,0.71,0.895,14.07,66.1,0.4,0.0,0.026,0,2,22,0,20,26,37.598,35.77654166666667
2024-12-04 23:00:00,B001,1600,3,0.71,0.895,16.62,69.3,4.78,0.0,0.0,0,2,23,0,20,26,35.347,35.65441666666667
2024-12-05 00:00:00,B001,1600,3,0.71,0.895,12.6,68.2,3.37,0.0,0.0,0,3,0,0,20,26,39.078,35.554125
2024-12-05 01:00:00,B001,1600,3,0.71,0.895,14.65,76.3,2.36,0.0,0.0,0,3,1,0,20,26,37.727,35.64445833333333
